36	
12	
3	
26.527	
6.54	
122.807	
24.601	
4.992	
0	26.5275
0.012	26.5275
0.024	26.5275
0.036	26.5275
0.048	26.5275
0.06	26.5275
0.072	26.5275
0.084	26.5275
0.096	26.5275
0.108	26.5275
0.12	26.5275
0.132	26.5275
0.144	26.5275
0.156	26.5275
0.168	26.5275
0.18	26.5275
0.192	26.5275
0.204	26.5275
0.216	26.5275
0.228	26.5275
0.24	26.5275
0.252	26.5275
0.264	26.5275
0.276	26.5275
0.288	26.5275
0.3	26.5275
0.312	26.5275
0.324	26.5275
0.336	26.5275
0.348	26.5275
0.36	26.5275
0.372	26.5275
0.384	26.5275
0.396	26.5275
0.408	26.5275
0.42	26.5275
0.432	26.5275
0.444	26.5275
0.456	26.5275
0.468	26.5275
0.48	26.5275
0.492	26.5275
0.504	26.5275
0.516	26.5275
0.528	26.52749
0.54	26.52749
0.552	26.52749
0.564	26.52749
0.576	26.52749
0.588	26.52749
0.6	26.52749
0.612	26.52749
0.624	26.52749
0.636	26.52749
0.648	26.52749
0.66	26.52749
0.672	26.52749
0.684	26.52749
0.696	26.52749
0.708	26.52749
0.72	26.52749
0.732	26.52749
0.744	26.52749
0.756	26.52749
0.768	26.52749
0.78	26.52749
0.792	26.52749
0.804	26.52749
0.816	26.52749
0.828	26.52749
0.84	26.52749
0.852	26.52749
0.864	26.52749
0.876	26.52749
0.888	26.52749
0.9	26.52749
0.912	26.52748
0.924	26.52748
0.936	26.52748
0.948	26.52748
0.96	26.52748
0.972	26.52748
0.984	26.52748
0.996	26.52748
1.008	26.52748
1.02	26.52748
1.032	26.52748
1.044	26.52748
1.056	26.52748
1.068	26.52748
1.08	26.52748
1.092	26.52747
1.104	26.52747
1.116	26.52747
1.128	26.52747
1.14	26.52747
1.152	26.52747
1.164	26.52747
1.176	26.52747
1.188	26.52747
1.2	26.52747
1.212	26.52746
1.224	26.52746
1.236	26.52746
1.248	26.52746
1.26	26.52746
1.272	26.52746
1.284	26.52746
1.296	26.52745
1.308	26.52745
1.32	26.52745
1.332	26.52745
1.344	26.52745
1.356	26.52745
1.368	26.52744
1.38	26.52744
1.392	26.52744
1.404	26.52744
1.416	26.52744
1.428	26.52743
1.44	26.52743
1.452	26.52743
1.464	26.52743
1.476	26.52742
1.488	26.52742
1.5	26.52742
1.512	26.52742
1.524	26.52741
1.536	26.52741
1.548	26.52741
1.56	26.5274
1.572	26.5274
1.584	26.5274
1.596	26.52739
1.608	26.52739
1.62	26.52738
1.632	26.52738
1.644	26.52738
1.656	26.52737
1.668	26.52737
1.68	26.52736
1.692	26.52736
1.704	26.52735
1.716	26.52735
1.728	26.52734
1.74	26.52734
1.752	26.52733
1.764	26.52732
1.776	26.52732
1.788	26.52731
1.8	26.52731
1.812	26.5273
1.824	26.52729
1.836	26.52728
1.848	26.52728
1.86	26.52727
1.872	26.52726
1.884	26.52725
1.896	26.52724
1.908	26.52723
1.92	26.52722
1.932	26.52721
1.944	26.5272
1.956	26.52719
1.968	26.52718
1.98	26.52717
1.992	26.52716
2.004	26.52715
2.016	26.52714
2.028	26.52712
2.04	26.52711
2.052	26.52709
2.064	26.52708
2.076	26.52707
2.088	26.52705
2.1	26.52703
2.112	26.52702
2.124	26.527
2.136	26.52698
2.148	26.52696
2.16	26.52694
2.172	26.52693
2.184	26.5269
2.196	26.52688
2.208	26.52686
2.22	26.52684
2.232	26.52682
2.244	26.52679
2.256	26.52677
2.268	26.52674
2.28	26.52671
2.292	26.52668
2.304	26.52665
2.316	26.52662
2.328	26.52659
2.34	26.52656
2.352	26.52653
2.364	26.52649
2.376	26.52646
2.388	26.52642
2.4	26.52638
2.412	26.52634
2.424	26.5263
2.436	26.52626
2.448	26.52621
2.46	26.52617
2.472	26.52612
2.484	26.52607
2.496	26.52602
2.508	26.52597
2.52	26.52591
2.532	26.52585
2.544	26.5258
2.556	26.52573
2.568	26.52567
2.58	26.52561
2.592	26.52554
2.604	26.52547
2.616	26.5254
2.628	26.52532
2.64	26.52524
2.652	26.52516
2.664	26.52508
2.676	26.52499
2.688	26.5249
2.7	26.52481
2.712	26.52471
2.724	26.52461
2.736	26.52451
2.748	26.5244
2.76	26.52429
2.772	26.52418
2.784	26.52406
2.796	26.52394
2.808	26.52381
2.82	26.52368
2.832	26.52354
2.844	26.5234
2.856	26.52325
2.868	26.5231
2.88	26.52294
2.892	26.52278
2.904	26.52261
2.916	26.52244
2.928	26.52226
2.94	26.52207
2.952	26.52187
2.964	26.52167
2.976	26.52146
2.988	26.52125
3	26.52102
3.012	26.52079
3.024	26.52055
3.036	26.5203
3.048	26.52005
3.06	26.51978
3.072	26.5195
3.084	26.51922
3.096	26.51892
3.108	26.51861
3.12	26.5183
3.132	26.51797
3.144	26.51762
3.156	26.51727
3.168	26.51691
3.18	26.51653
3.192	26.51613
3.204	26.51573
3.216	26.51531
3.228	26.51487
3.24	26.51442
3.252	26.51395
3.264	26.51346
3.276	26.51296
3.288	26.51244
3.3	26.5119
3.312	26.51134
3.324	26.51077
3.336	26.51017
3.348	26.50955
3.36	26.50891
3.372	26.50824
3.384	26.50755
3.396	26.50684
3.408	26.5061
3.42	26.50533
3.432	26.50454
3.444	26.50372
3.456	26.50287
3.468	26.50199
3.48	26.50108
3.492	26.50013
3.504	26.49915
3.516	26.49814
3.528	26.49709
3.54	26.496
3.552	26.49488
3.564	26.49371
3.576	26.4925
3.588	26.49125
3.6	26.48996
3.612	26.48861
3.624	26.48722
3.636	26.48579
3.648	26.4843
3.66	26.48275
3.672	26.48115
3.684	26.4795
3.696	26.47779
3.708	26.47601
3.72	26.47417
3.732	26.47227
3.744	26.4703
3.756	26.46826
3.768	26.46614
3.78	26.46396
3.792	26.46169
3.804	26.45934
3.816	26.45691
3.828	26.4544
3.84	26.45179
3.852	26.44909
3.864	26.4463
3.876	26.44341
3.888	26.44041
3.9	26.43731
3.912	26.4341
3.924	26.43078
3.936	26.42734
3.948	26.42378
3.96	26.42009
3.972	26.41627
3.984	26.41232
3.996	26.40823
4.008	26.40399
4.02	26.39961
4.032	26.39507
4.044	26.39037
4.056	26.38551
4.068	26.38048
4.08	26.37527
4.092	26.36988
4.104	26.3643
4.116	26.35852
4.128	26.35254
4.14	26.34636
4.152	26.33996
4.164	26.33333
4.176	26.32648
4.188	26.31939
4.2	26.31205
4.212	26.30446
4.224	26.2966
4.236	26.28847
4.248	26.28007
4.26	26.27137
4.272	26.26237
4.284	26.25307
4.296	26.24344
4.308	26.23348
4.32	26.22319
4.332	26.21254
4.344	26.20152
4.356	26.19014
4.368	26.17836
4.38	26.16619
4.392	26.1536
4.404	26.14059
4.416	26.12714
4.428	26.11323
4.44	26.09886
4.452	26.08401
4.464	26.06866
4.476	26.0528
4.488	26.03641
4.5	26.01947
4.512	26.00198
4.524	25.9839
4.536	25.96523
4.548	25.94595
4.56	25.92604
4.572	25.90548
4.584	25.88424
4.596	25.86232
4.608	25.83969
4.62	25.81633
4.632	25.79223
4.644	25.76735
4.656	25.74167
4.668	25.71519
4.68	25.68786
4.692	25.65968
4.704	25.63061
4.716	25.60063
4.728	25.56972
4.74	25.53786
4.752	25.50501
4.764	25.47116
4.776	25.43628
4.788	25.40033
4.8	25.36331
4.812	25.32517
4.824	25.28589
4.836	25.24545
4.848	25.20382
4.86	25.16096
4.872	25.11686
4.884	25.07148
4.896	25.0248
4.908	24.97678
4.92	24.92739
4.932	24.87662
4.944	24.82442
4.956	24.77078
4.968	24.71566
4.98	24.65903
4.992	24.60086
5.004	24.54113
5.016	24.4798
5.028	24.41685
5.04	24.35225
5.052	24.28596
5.064	24.21797
5.076	24.14824
5.088	24.07675
5.1	24.00346
5.112	23.92836
5.124	23.85141
5.136	23.77258
5.148	23.69186
5.16	23.60922
5.172	23.52463
5.184	23.43807
5.196	23.34951
5.208	23.25894
5.22	23.16632
5.232	23.07164
5.244	22.97488
5.256	22.87601
5.268	22.77502
5.28	22.67189
5.292	22.5666
5.304	22.45913
5.316	22.34946
5.328	22.23759
5.34	22.12349
5.352	22.00716
5.364	21.88858
5.376	21.76773
5.388	21.64461
5.4	21.51921
5.412	21.39151
5.424	21.26152
5.436	21.12921
5.448	20.99459
5.46	20.85766
5.472	20.71839
5.484	20.5768
5.496	20.43288
5.508	20.28662
5.52	20.13803
5.532	19.98711
5.544	19.83385
5.556	19.67826
5.568	19.52034
5.58	19.36009
5.592	19.19752
5.604	19.03263
5.616	18.86543
5.628	18.69593
5.64	18.52412
5.652	18.35002
5.664	18.17364
5.676	17.99499
5.688	17.81407
5.7	17.63089
5.712	17.44547
5.724	17.25782
5.736	17.06794
5.748	16.87586
5.76	16.68158
5.772	16.48512
5.784	16.28649
5.796	16.08571
5.808	15.88278
5.82	15.67773
5.832	15.47057
5.844	15.26131
5.856	15.04998
5.868	14.83658
5.88	14.62113
5.892	14.40366
5.904	14.18417
5.916	13.96268
5.928	13.73922
5.94	13.51379
5.952	13.28642
5.964	13.05713
5.976	12.82592
5.988	12.59282
6	12.35785
6.012	12.12103
6.024	11.88237
6.036	11.64188
6.048	11.3996
6.06	11.15554
6.072	10.90971
6.084	10.66213
6.096	10.41282
6.108	10.1618
6.12	9.9091
6.132	9.65471
6.144	9.39867
6.156	9.14099
6.168	8.88169
6.18	8.62078
6.192	8.35829
6.204	8.09423
6.216	7.82862
6.228	7.56148
6.24	7.29282
6.252	7.02266
6.264	6.75101
6.276	6.4779
6.288	6.20334
6.3	5.92735
6.312	5.64994
6.324	5.37113
6.336	5.09094
6.348	4.80938
6.36	4.52647
6.372	4.24222
6.384	3.95664
6.396	3.66976
6.408	3.3816
6.42	3.09215
6.432	2.80144
6.444	2.50949
6.456	2.21631
6.468	1.9219
6.48	1.6263
6.492	1.32951
6.504	1.03154
6.516	0.7324
6.528	0.43213
6.54	0.13071
6.552	-0.17182
6.564	-0.47547
6.576	-0.78021
6.588	-1.08603
6.6	-1.39292
6.612	-1.70087
6.624	-2.00986
6.636	-2.31989
6.648	-2.63094
6.66	-2.94299
6.672	-3.25605
6.684	-3.57009
6.696	-3.8851
6.708	-4.20108
6.72	-4.51802
6.732	-4.83589
6.744	-5.15469
6.756	-5.47441
6.768	-5.79505
6.78	-6.11658
6.792	-6.439
6.804	-6.7623
6.816	-7.08647
6.828	-7.41149
6.84	-7.73737
6.852	-8.06408
6.864	-8.39163
6.876	-8.72
6.888	-9.04917
6.9	-9.37915
6.912	-9.70993
6.924	-10.04149
6.936	-10.37382
6.948	-10.70693
6.96	-11.04079
6.972	-11.3754
6.984	-11.71075
6.996	-12.04684
7.008	-12.38366
7.02	-12.72119
7.032	-13.05944
7.044	-13.39838
7.056	-13.73802
7.068	-14.07835
7.08	-14.41937
7.092	-14.76105
7.104	-15.1034
7.116	-15.44641
7.128	-15.79007
7.14	-16.13437
7.152	-16.47931
7.164	-16.82489
7.176	-17.17109
7.188	-17.51791
7.2	-17.86533
7.212	-18.21337
7.224	-18.562
7.236	-18.91123
7.248	-19.26104
7.26	-19.61144
7.272	-19.96241
7.284	-20.31394
7.296	-20.66604
7.308	-21.0187
7.32	-21.37191
7.332	-21.72567
7.344	-22.07997
7.356	-22.4348
7.368	-22.79016
7.38	-23.14605
7.392	-23.50245
7.404	-23.85938
7.416	-24.21681
7.428	-24.57474
7.44	-24.93317
7.452	-25.2921
7.464	-25.65152
7.476	-26.01142
7.488	-26.3718
7.5	-26.73266
7.512	-27.09399
7.524	-27.45579
7.536	-27.81804
7.548	-28.18076
7.56	-28.54393
7.572	-28.90755
7.584	-29.27161
7.596	-29.63611
7.608	-30.00105
7.62	-30.36642
7.632	-30.73222
7.644	-31.09844
7.656	-31.46509
7.668	-31.83215
7.68	-32.19962
7.692	-32.56751
7.704	-32.93579
7.716	-33.30448
7.728	-33.67357
7.74	-34.04305
7.752	-34.41292
7.764	-34.78318
7.776	-35.15383
7.788	-35.52485
7.8	-35.89625
7.812	-36.26802
7.824	-36.64017
7.836	-37.01268
7.848	-37.38555
7.86	-37.75879
7.872	-38.13238
7.884	-38.50633
7.896	-38.88063
7.908	-39.25528
7.92	-39.63027
7.932	-40.0056
7.944	-40.38128
7.956	-40.75729
7.968	-41.13363
7.98	-41.51031
7.992	-41.88731
8.004	-42.26464
8.016	-42.64229
8.028	-43.02026
8.04	-43.39855
